id_produto,id_pedido,id_cliente,ticket_id,data_abertura,data_resolucao,tempo_resolucao_horas,agente_suporte,nota_avaliacao,satisfacao_atendimento,tipo_problema_padronizado,status_ticket,sla_estourado,data_referencia_calculo,nome_cliente,maior_de_idade,nome_produto
PROD-0126,05ae791d-7c42-50aa-ab34-7f1fd2004a0f,162aee7c-3ab0-54e3-bea2-17e49903080f,5c9c3233-0463-53ce-85ea-ecf54225f3bf,2026-01-29T12:10:00.000Z,2026-02-04T01:10:00.000Z,25.2,Carlos Eduardo Silva,4,alta,Entrega,Resolvido,false,2026-05-18,Jonatan Domingues,true,Conjunto de Panelas 5 Peças
PROD-0103,67fc0b2a-7cee-5838-9c23-2b4752e2f151,f1155799-b6c8-47a4-819f-117f746b749b,3305bbc2-abce-5c23-bed9-3c4fdae65f11,2026-01-20T01:32:00.000Z,2026-01-23T12:32:00.000Z,48.5,Mariana Costa,5,alta,Produto,Resolvido,false,2026-05-18,Otavia Kuhn,true,Sapato Social Masculino
PROD-0121,2e7e8893-6e95-5152-b6c2-4ec6c25ab995,36acbc65-61b9-41ac-8507-ca96afcda0fd,cf950b3c-2d0a-5940-9357-52808e7af06a,2026-01-05T03:10:00.000Z,2026-01-12T05:10:00.000Z,37.0,Mariana Costa,4,alta,Entrega,Resolvido,false,2026-05-18,Melissa Correia,true,Suéter Masculino
PROD-0003,af1416ef-c3d5-5a89-993b-b7ed1fd04405,8682a222-e719-4a43-b145-46fa305b960d,c3d9e051-33a0-5bd6-854c-8c7fd5dbe4f3,2026-01-11T09:12:00.000Z,2026-01-12T05:12:00.000Z,18.4,Carlos Eduardo Silva,4,alta,Entrega,Resolvido,false,2026-05-18,Xenofonte Ulhoa,true,Smartphone 256GB
PROD-0036,6c7bab51-76b3-5123-b923-183d399edd2d,9f05d15f-9086-4f62-aed0-e59338e3345b,381633b4-0df1-5fbd-af21-e6c9f9396ba3,2026-01-19T13:01:00.000Z,2026-01-20T10:01:00.000Z,53.6,Ana Paula Ferreira,3,media,Reembolso,Resolvido,false,2026-05-18,Zulmira Lima,true,Pen Drive 128GB
PROD-0029,eb48b7e2-6803-5702-b2ea-e90b197c9b1d,1bf5734c-0b26-43dd-afb2-de34790db781,deb89c4a-02c6-5197-bb5d-c41b8f0f21d5,2026-01-21T05:55:00.000Z,2026-01-22T12:55:00.000Z,16.1,Bruno Rodrigues,4,alta,Pagamento,Resolvido,false,2026-05-18,Fernando Nascimento,true,Carregador Sem Fio
PROD-0517,0c9fe3aa-8a94-5e14-b639-82364444a753,a533d4a0-1dbf-46ad-85e1-b39b5d17f352,d4f01eaf-9a20-5d51-9a9e-8bf6cc2850e1,2026-01-21T14:22:00.000Z,2026-01-31T05:22:00.000Z,91.8,Lucas Pereira,3,media,Pagamento,Resolvido,false,2026-05-18,Herbert Coutinho,true,Monitor Gamer 144Hz
PROD-0513,21632855-7f2c-5480-819b-f25aa2d6c7b9,ed2c76b7-e875-5462-881e-3fefa7c2dcb7,9c43a6a3-e041-56ad-8e79-22ec289a0998,2026-01-26T01:08:00.000Z,2026-02-03T18:08:00.000Z,43.6,Ana Paula Ferreira,5,alta,Entrega,Resolvido,false,2026-05-18,Mariana Andrade,true,Smart TV 65 Polegadas
PROD-0379,72d2eb82-e340-554a-a8d3-eca1b1699ec7,84b5c273-9216-4a6a-aa83-c89521105f88,7b01a07d-d9b3-5895-a888-5b68a994a3aa,2026-01-13T03:27:00.000Z,2026-01-20T10:27:00.000Z,39.1,Bruno Rodrigues,4,alta,Entrega,Resolvido,false,2026-05-18,Ruan Guimarães,true,Quebra-cabeca 1000 Pecas
PROD-0119,2d9826b0-e8af-51b1-8208-75555f7f9b37,2a0a8a84-7ab3-44e4-95e7-6ff3553df64b,d2c84b45-1fe3-50ec-867b-7cff1374e54c,2026-01-26T13:57:00.000Z,2026-01-27T04:57:00.000Z,50.4,Carlos Eduardo Silva,5,alta,Reembolso,Resolvido,false,2026-05-18,Deivid Coutinho,true,Roupão de Banho
PROD-0151,3a25132f-bd47-59cc-b5ae-09454a41375f,fb364a6d-b822-45d0-bda2-76f39f2cc430,cd4f8962-3018-59a9-8a37-fc66ff43697a,2026-01-02T01:40:00.000Z,2026-01-09T02:40:00.000Z,21.7,Rafael Oliveira,4,alta,Entrega,Resolvido,false,2026-05-18,Paula Dias,true,Porta Temperos
PROD-0198,9d4efe1e-0447-5182-bd2c-63376e07c27b,24b1846c-d8d9-47d1-a009-724077918f82,5a623496-003d-5ae5-b1b3-87ae7f0ea2ea,2026-01-05T13:46:00.000Z,2026-01-15T07:46:00.000Z,35.6,Ana Paula Ferreira,4,alta,Entrega,Resolvido,false,2026-05-18,Mariana Andrade,true,Raquete de Tênis
PROD-0517,8cb5b308-22a7-52be-8c11-0033c18a718f,45b38568-eefc-4d14-b0f8-54c0d0ff63c7,3c573a95-6493-5cfc-a25a-131478e65547,2026-01-18T22:39:00.000Z,2026-01-22T19:39:00.000Z,137.7,Renata Martins,5,alta,Produto,Resolvido,false,2026-05-18,Daniela Oliveira,true,Monitor Gamer 144Hz
PROD-0288,5e69200a-390a-531f-8671-a694032a1f10,0f1762d9-69c8-4502-84f0-7b21846a9721,e526d840-eea5-5cd0-a8af-4c3edb6ca22a,2026-01-04T02:22:00.000Z,2026-01-09T00:22:00.000Z,33.0,Thiago Alves,4,alta,Entrega,Resolvido,false,2026-05-18,Jade Moreira,true,Esmalte Kit 6 Cores
PROD-0029,248e1c33-219f-5de4-8bbd-75ebe31d0165,ace4baea-46a4-5ff1-8c88-0b7370668b9f,90b09f5a-bf30-5da7-a034-920830f78208,2026-01-10T06:09:00.000Z,2026-01-14T02:09:00.000Z,37.2,Ana Paula Ferreira,3,media,Entrega,Resolvido,false,2026-05-18,Karen Garcia,true,Carregador Sem Fio
PROD-0451,bf387e3d-dd90-5185-b966-87c415e4545a,1b06db2c-8f5e-4791-a8d7-172e9bc8f1ba,0e38246d-e45a-5e4d-82d2-a94f3f64434d,2026-01-01T11:28:00.000Z,2026-01-08T18:28:00.000Z,11.0,Fernanda Lima,4,alta,Pagamento,Resolvido,false,2026-05-18,Olivia Hora,true,Cama Box Casal
PROD-0419,b4f40dfb-b26f-5c50-8d6f-13ca92330af3,fe676dda-5211-5691-bd4a-1070c5c3b3a4,dcb1f951-063a-50dd-a25d-f131a3feff62,2026-01-04T04:44:00.000Z,2026-01-13T20:44:00.000Z,10.4,Ana Paula Ferreira,5,alta,Entrega,Resolvido,false,2026-05-18,Yasmin Freitas,true,Casinha de Bonecas
PROD-0288,eed81dea-e93f-544f-bc34-395a1b9a60e1,270a219f-51c1-4407-b9fd-b4a874a10668,94bbba18-e07a-5e02-9fd6-c6821249b3f4,2026-01-09T01:08:00.000Z,2026-01-11T18:08:00.000Z,104.0,Fernanda Lima,4,alta,Entrega,Resolvido,false,2026-05-18,Renato Otero,true,Esmalte Kit 6 Cores
PROD-0009,610f877f-05d5-514a-8232-3269d7c156a5,6248424b-2d85-45eb-9fb4-fcfbbdb5dc95,0a63f90c-e0d2-5817-9c22-9ae845886369,2026-01-13T22:09:00.000Z,2026-01-18T17:09:00.000Z,40.0,Fernanda Lima,2,baixa,Entrega,Resolvido,false,2026-05-18,Mateus Xerez,true,Smart TV 55 Polegadas
PROD-0293,4d935431-97f6-53bc-9fc7-45b345adf3d9,73419458-fedf-4aa1-8790-fc0e7b02094b,0785db1a-e8bf-5c39-b7a7-d3c3ca32382a,2026-01-15T19:19:00.000Z,2026-01-24T19:19:00.000Z,8.6,Carlos Eduardo Silva,3,media,Outros,Resolvido,false,2026-05-18,Xisto Correia,true,Blush em Pó
PROD-0050,8c2f6c1f-019b-546f-8f7f-5f6e2c4af46d,4f662806-6ebe-4bd3-a3ab-653350f3013a,a90b9457-cbea-555c-a005-b5d678721275,2026-01-17T05:37:00.000Z,2026-01-26T09:37:00.000Z,66.4,Juliana Santos,5,alta,Entrega,Resolvido,false,2026-05-18,Vinicius Gomes,true,Smart Watch
PROD-0189,0df771b2-c493-5015-8663-91fba2ce3d11,5378e058-dd0d-43d3-9b51-c85ec82eba8d,5fb9ca26-8f31-5ece-a4c2-3168d2c45b27,2026-01-24T13:25:00.000Z,2026-01-29T01:25:00.000Z,15.8,Carlos Eduardo Silva,4,alta,Pagamento,Resolvido,false,2026-05-18,Ivan Ornelas,true,Bicicleta Aro 26
PROD-0075,9d276faf-4444-5959-a631-02afc631740f,b0bc87c8-d86b-5c8d-bed3-0082833a9059,f66b1478-66dd-5c2c-9d33-4e5bdde8ea9d,2026-01-11T06:19:00.000Z,2026-01-12T14:19:00.000Z,57.5,Mariana Costa,5,alta,Reembolso,Resolvido,false,2026-05-18,Marcos Jesus,true,Jaqueta de Couro
PROD-0132,86c921ac-7a2c-5303-996d-3e227c536d5b,72e05611-0a3f-43ae-af92-caf64e17923f,8a67d40d-23c4-573d-95e4-fe70f8f62de1,2026-01-14T05:55:00.000Z,2026-01-20T07:55:00.000Z,24.5,Rafael Oliveira,3,media,Entrega,Resolvido,false,2026-05-18,Tereza Borges,true,Travesseiro Viscoelástico
PROD-0279,76393ec2-1be5-54ff-9ef6-483c00a2a4f3,0581f028-98bf-487b-acb6-05d9a57ce5ca,f045c587-fd4f-56e5-9c1a-65a408ffddb0,2026-01-15T20:08:00.000Z,2026-01-21T03:08:00.000Z,30.0,Rodrigo Moreira,4,alta,Entrega,Resolvido,false,2026-05-18,Duda Carvalho,true,Kit Manicure 10 Peças
PROD-0197,be4881ca-d86c-59cf-b833-6e679db1e480,19f0602a-b224-58d3-a2ea-cfbf6aa5673e,2c624bec-0af3-5f5b-9e74-6ca8b6db71f3,2026-01-25T15:26:00.000Z,2026-02-02T00:26:00.000Z,51.6,Ana Paula Ferreira,3,media,Reembolso,Resolvido,false,2026-05-18,Soraya Teixeira,true,Bola de Tênis Kit 3
PROD-0234,3a928003-fce0-5d34-a692-8c5a08a064ca,3fdd1a31-ad8f-48b8-971d-ea973b14a611,d01f9a67-e2be-5e74-bbee-cfe39c599ae5,2026-01-31T13:19:00.000Z,2026-02-05T03:19:00.000Z,53.5,Mariana Costa,4,alta,Entrega,Resolvido,false,2026-05-18,Artur Abreu,true,Óculos de Ciclismo
PROD-0268,fe5e6929-4ceb-5890-b2b7-04eec5ba8540,95b91c5e-63d9-4db4-84cd-488a257922e7,85fbef3a-9251-5aba-b87d-eab35382daf7,2026-01-09T13:43:00.000Z,2026-01-12T18:43:00.000Z,18.4,Carlos Eduardo Silva,4,alta,Entrega,Resolvido,false,2026-05-18,Luciana Gomes,true,Óleo Capilar 60ml
PROD-0289,660f6e39-3353-5d69-8110-50f0a7cd4d3f,7e0dc462-b549-5e18-b5c0-3c6d75ff0286,2ee4b4a3-7f99-570d-b4be-015acd901332,2026-01-23T12:36:00.000Z,2026-01-31T21:36:00.000Z,7.0,Fernanda Lima,5,alta,Outros,Resolvido,false,2026-05-18,Wendell Otero,true,Creme para as Mãos
PROD-0517,0c9fe3aa-8a94-5e14-b639-82364444a753,a533d4a0-1dbf-46ad-85e1-b39b5d17f352,f427d8f4-5594-5ed5-a25e-77f4c7c30118,2026-01-05T19:40:00.000Z,2026-01-11T12:40:00.000Z,62.4,Ana Paula Ferreira,4,alta,Reembolso,Resolvido,false,2026-05-18,Herbert Coutinho,true,Monitor Gamer 144Hz
PROD-0112,c3500b19-3808-5157-9c4f-a4ee34d6ca51,3b0b9368-85f4-4df0-b9b4-a553621fb422,5e9670ff-190b-56ed-bb54-210d786cd23b,2026-01-26T23:21:00.000Z,2026-02-05T06:21:00.000Z,9.5,Gustavo Barbosa,5,alta,Pagamento,Resolvido,false,2026-05-18,Cleiton Zimmermann,true,Conjunto Esportivo
PROD-0185,81633e2c-0992-5cfc-a5c4-e62958a69317,0286fdc6-7d6a-50e0-936d-6363ba0b8178,acd1677f-a06b-59fe-8d1c-70df81127ea4,2026-01-21T05:46:00.000Z,2026-01-30T00:46:00.000Z,53.0,Mariana Costa,3,media,Entrega,Resolvido,false,2026-05-18,Leonora Andrade,true,Escova Sanitária
PROD-0517,bdb76a7c-a185-5c90-b406-c2751387af35,35607ecc-ea27-5d2d-b82e-8738f4e06227,e5bf8f6b-d1f0-57d9-8ab7-c89d1bd7bf3d,2026-01-18T21:50:00.000Z,2026-01-19T03:50:00.000Z,20.0,Mariana Costa,5,alta,Entrega,Resolvido,false,2026-05-18,Elias Cardoso,true,Monitor Gamer 144Hz
PROD-0043,05e221ad-b4a2-56b1-bb7a-343c383e79de,5fa6dd8f-ec32-4e01-8e8b-7afa806b2ca0,503d0e31-635c-5a5b-944c-e776b2f00ceb,2026-01-24T23:50:00.000Z,2026-01-26T13:50:00.000Z,73.0,Mariana Costa,5,alta,Reembolso,Resolvido,false,2026-05-18,Renan Sampaio,true,Aspirador Robô
PROD-0161,c805b240-f7e4-5f36-a101-4219a6be7933,129c172d-857b-4dfa-b02e-38160a65d51f,c1914925-6c05-5d66-b1a8-e1bacab22ac7,2026-01-23T13:28:00.000Z,2026-01-27T16:28:00.000Z,24.8,Ana Paula Ferreira,4,alta,Entrega,Resolvido,false,2026-05-18,Henrique Xavier,true,Cafeteira Expresso
PROD-0119,bb9504e1-1efd-5571-9e77-57f0a7b8668a,09e77fea-fd9a-487f-8bf3-70f2ed4a338d,4e5a72bc-aa30-5561-93e2-7e663fae31aa,2026-01-02T16:26:00.000Z,2026-01-05T08:26:00.000Z,36.5,Mariana Costa,3,media,Reembolso,Resolvido,false,2026-05-18,Quezia Pires,true,Roupão de Banho
PROD-0256,523528a7-1c42-5d4d-9d2d-ada92365bfb2,40f1eb3a-241c-4bb1-91bb-c4cdfcc40aed,1b5a463c-065c-5d89-8cd3-3486da4fbeb9,2026-01-22T21:43:00.000Z,2026-01-23T08:43:00.000Z,51.5,Mariana Costa,4,alta,Entrega,Resolvido,false,2026-05-18,Aline Castro,true,Chapinha Profissional
PROD-0151,3a25132f-bd47-59cc-b5ae-09454a41375f,fb364a6d-b822-45d0-bda2-76f39f2cc430,370cbc7c-8144-58c7-af6f-23d0b7de3a45,2026-01-27T15:09:00.000Z,2026-02-05T17:09:00.000Z,49.0,Rafael Oliveira,4,alta,Entrega,Resolvido,false,2026-05-18,Paula Dias,true,Porta Temperos
PROD-0228,1b678c5c-81ee-5e8f-b50f-77e4e063f3e3,9f95f600-0f16-48dd-894b-76767478c98e,06fb2259-0a76-5594-8c3c-f0f0c6ae0900,2026-01-31T00:16:00.000Z,2026-02-08T17:16:00.000Z,22.0,Mariana Costa,5,alta,Entrega,Resolvido,false,2026-05-18,Jefferson Monteiro,true,Luvas de Ciclismo
PROD-0259,c838c699-9946-5fcc-9124-b011265617b5,f7992a89-d8b6-4204-a7ac-cb32ce6a86b9,3768d03f-3494-503d-81d6-f2fbfa731446,2026-01-21T04:42:00.000Z,2026-01-30T17:42:00.000Z,50.1,Bruno Rodrigues,5,alta,Entrega,Resolvido,false,2026-05-18,Yago Costa,true,Aparador de Pelos
PROD-0168,33107fcc-871f-560b-9a40-5ce1d2ca9f9d,983f2991-dad5-4ef7-84ad-c0b44a90ba96,60ece593-5906-5663-803c-1a666f4209b1,2026-01-17T08:35:00.000Z,2026-01-24T14:35:00.000Z,29.0,Mariana Costa,4,alta,Entrega,Resolvido,false,2026-05-18,Luana Leite,true,Lixeira com Pedal
PROD-0514,d7522922-f9ee-506c-b913-53dc89cbf3a5,08eaeca8-14da-4e2e-b65b-f4013572d96a,6a522f4c-b102-53c7-b94d-562a52e2b643,2026-01-04T15:38:00.000Z,2026-01-07T06:38:00.000Z,204.4,Leticia Cavalcanti,5,alta,Reembolso,Resolvido,false,2026-05-18,Felipe Kuhn,true,Conjunto Esportivo Feminino
PROD-0029,d6cc92da-ca01-5fc6-8beb-e5303b552aab,7d2c54cb-303c-43e1-9c73-085f5a53036d,276ad055-9a69-553a-8185-836dd1894f8c,2026-01-12T01:39:00.000Z,2026-01-14T19:39:00.000Z,58.3,Thiago Alves,5,alta,Produto,Resolvido,false,2026-05-18,Carla Hadad,true,Carregador Sem Fio
PROD-0009,e95c582b-ea85-5905-9e04-d2fd24d8a987,96258d44-6dfd-44fa-ab2d-fe48773d08a4,e24032a5-2e66-531b-99f1-b9c3db0b5809,2026-01-07T21:27:00.000Z,2026-01-16T02:27:00.000Z,33.8,Lucas Pereira,4,alta,Entrega,Resolvido,false,2026-05-18,Kevin Franco,true,Smart TV 55 Polegadas
PROD-0517,f995731e-129a-56da-973d-b594ce694af7,e04c1a04-789f-463a-8abe-360e005dca1f,5c9e1990-0f49-5472-acc8-2bd3b294d2e6,2026-01-01T14:01:00.000Z,2026-01-11T07:01:00.000Z,70.0,Rodrigo Moreira,5,alta,Reembolso,Resolvido,false,2026-05-18,Wendeline Carvalho,true,Monitor Gamer 144Hz
PROD-0051,58c3f99b-14a6-530e-a15f-90597ee2c0cc,e2ca47e3-027e-48a8-a115-3883089bba22,9bbcc5ef-ec86-58ad-9c37-04135b85d5db,2026-01-22T13:12:00.000Z,2026-01-27T01:12:00.000Z,18.9,Carlos Eduardo Silva,5,alta,Pagamento,Resolvido,false,2026-05-18,Livia Vargas,true,Smartband Fitness
PROD-0259,c558573f-eb1b-58b9-a955-305143fbeb15,a3a07f30-1d83-5044-8f6e-f17b9424621d,80bfb771-73b7-54c3-939b-b464609326fd,2026-01-28T17:44:00.000Z,2026-02-07T05:44:00.000Z,146.2,Renata Martins,3,media,Entrega,Resolvido,false,2026-05-18,Alessandra Ortiz,true,Aparador de Pelos
PROD-0168,33107fcc-871f-560b-9a40-5ce1d2ca9f9d,983f2991-dad5-4ef7-84ad-c0b44a90ba96,bea68238-e849-5a39-89f8-3f0b28c4c79a,2026-01-07T08:18:00.000Z,2026-01-07T20:18:00.000Z,22.4,Ana Paula Ferreira,5,alta,Entrega,Resolvido,false,2026-05-18,Luana Leite,true,Lixeira com Pedal
PROD-0012,dc333f18-c5fd-55e6-bdb1-b37e0b2653e4,771ae5aa-669a-5b76-b5fb-54c663e6ca58,f3e8994e-1e1a-5965-ac2f-e7ab68599009,2026-01-12T23:33:00.000Z,2026-01-17T09:33:00.000Z,38.5,Rafael Oliveira,4,alta,Produto,Resolvido,false,2026-05-18,Lindomar Dias,true,Tablet 8 Polegadas
PROD-0289,660f6e39-3353-5d69-8110-50f0a7cd4d3f,7e0dc462-b549-5e18-b5c0-3c6d75ff0286,ffb71c29-dca7-536a-888e-a71130361dd4,2026-01-03T16:58:00.000Z,2026-01-08T08:58:00.000Z,9.5,Carlos Eduardo Silva,4,alta,Entrega,Resolvido,false,2026-05-18,Wendell Otero,true,Creme para as Mãos
PROD-0044,71ff924d-3bb3-57b4-aa5c-589deb8055b6,86b49ad5-eecb-5275-b572-b02bd9270877,4f2c42af-000d-58cc-8f80-19c2832d2282,2026-01-26T01:15:00.000Z,2026-02-01T12:15:00.000Z,46.8,Camila Nascimento,5,alta,Reembolso,Resolvido,false,2026-05-18,Gabriel Ortiz,true,Suporte para Notebook
PROD-0003,bc768b1e-4e45-50d9-97ca-ea500d7fe546,1ae88edd-a5a6-574e-a0af-b7eb8b96d5b2,163cef40-e25a-53d7-9f17-fc13d5878f51,2026-01-19T10:19:00.000Z,2026-01-26T10:19:00.000Z,25.2,Rafael Oliveira,5,alta,Entrega,Resolvido,false,2026-05-18,Felipe Figueiredo,true,Smartphone 256GB
PROD-0306,ac3890ec-a480-5ce4-ad5f-8d72be94bc15,9d8a4f8b-e273-49ae-9f15-45acf9145fa2,2c44e59a-35d6-5a2d-afe8-cca379a0e485,2026-01-03T03:31:00.000Z,2026-01-05T15:31:00.000Z,74.9,Rafael Oliveira,4,alta,Entrega,Resolvido,false,2026-05-18,Viviane Neto,true,Loção Pos-sol
PROD-0075,9d276faf-4444-5959-a631-02afc631740f,b0bc87c8-d86b-5c8d-bed3-0082833a9059,2f05b3ab-1c1f-54e8-9072-e8be2f60b58c,2026-01-25T22:33:00.000Z,2026-01-27T19:33:00.000Z,240.0,Leticia Cavalcanti,4,alta,Produto,Resolvido,false,2026-05-18,Marcos Jesus,true,Jaqueta de Couro
PROD-0103,67fc0b2a-7cee-5838-9c23-2b4752e2f151,f1155799-b6c8-47a4-819f-117f746b749b,6e1cee1b-2239-54b9-b24d-f9487dbddd21,2026-01-31T20:25:00.000Z,2026-02-06T13:25:00.000Z,32.0,Mariana Costa,4,alta,Pagamento,Resolvido,false,2026-05-18,Otavia Kuhn,true,Sapato Social Masculino
PROD-0185,c8d35fd4-dbce-5c2c-9c7d-3e16a18012b9,6dd18306-78e1-42e6-aef9-c7b4528fd29e,8808e07e-d57a-5de4-8522-713eb0e6bd75,2026-01-02T06:08:00.000Z,2026-01-11T20:08:00.000Z,12.4,Ana Paula Ferreira,5,alta,Pagamento,Resolvido,false,2026-05-18,Silvio Lacerda,true,Escova Sanitária
PROD-0012,5a509bcc-2bed-50d1-a146-3aeab3e9bb4a,d2ff8d9a-8cbf-4f12-a15b-2464843da483,f36a0416-9b74-5af8-8674-e8df2223ecde,2026-01-05T09:26:00.000Z,2026-01-08T04:26:00.000Z,210.9,Gustavo Barbosa,1,baixa,Entrega,Resolvido,false,2026-05-18,Orlanda Cardoso,true,Tablet 8 Polegadas
PROD-0161,c805b240-f7e4-5f36-a101-4219a6be7933,129c172d-857b-4dfa-b02e-38160a65d51f,e90fc0d5-95de-5156-9428-9ab862cf7ac0,2026-01-28T18:31:00.000Z,2026-02-01T23:31:00.000Z,24.3,Carlos Eduardo Silva,4,alta,Entrega,Resolvido,false,2026-05-18,Henrique Xavier,true,Cafeteira Expresso
,675f3d2a-3d94-535f-91e8-283f1c8ad62c,a1633482-7624-40ea-befa-b36bad214cff,e819e89c-dbe9-56a0-a1b9-21f23b226029,2026-01-30T03:29:00.000Z,2026-02-01T20:29:00.000Z,22.5,Carlos Eduardo Silva,5,alta,Reembolso,Resolvido,false,2026-05-18,Orlanda Ribeiro,true,
PROD-0103,67fc0b2a-7cee-5838-9c23-2b4752e2f151,f1155799-b6c8-47a4-819f-117f746b749b,d6235e9d-c4eb-5e5b-b6d6-712130da87cb,2026-01-11T01:42:00.000Z,2026-01-11T14:42:00.000Z,16.0,Mariana Costa,3,media,Entrega,Resolvido,false,2026-05-18,Otavia Kuhn,true,Sapato Social Masculino
PROD-0364,5562c101-4989-51b1-b8bc-f50dea7c7d59,c12abf92-ff1f-42e6-aa94-a008418a0cac,090afcab-08f6-57ff-9685-83ed7fc66299,2026-01-31T17:00:00.000Z,2026-02-09T16:00:00.000Z,24.0,Eduardo Cardoso,2,baixa,Pagamento,Resolvido,false,2026-05-18,Diego Neves,true,Desembacador de Para-brisa
PROD-0006,b1859837-6dd7-52c4-85d1-4e934f811f51,f8e7d147-d75d-47ce-aa5c-28025a6e268e,a4b58f04-571e-53ea-ad57-b216913f8531,2026-01-26T14:27:00.000Z,2026-02-02T14:27:00.000Z,62.0,Mariana Costa,5,alta,Produto,Resolvido,false,2026-05-18,Xisto Yamamoto,true,Notebook Intel Core i3
PROD-0119,94149ea7-02c2-57d1-b3cf-c951da7b01c5,1fda737e-839a-43b1-a2d1-740e1ad14419,68023bd0-a4ac-577c-a6b3-1a69a09e2657,2026-01-31T10:52:00.000Z,2026-02-02T15:52:00.000Z,146.3,Thiago Alves,4,alta,Reembolso,Resolvido,false,2026-05-18,Bianca Otero,true,Roupão de Banho
PROD-0043,dd9de295-f733-5986-ac52-a295b02adc6a,d7cfefbc-f8c9-448a-83b9-3b9bbaa18ca8,fecb96d2-b305-5edf-adbc-6d7e1c53eaaa,2026-01-06T09:38:00.000Z,2026-01-11T14:38:00.000Z,36.4,Rafael Oliveira,5,alta,Entrega,Resolvido,false,2026-05-18,Tania Fonseca,true,Aspirador Robô
PROD-0172,0d308a39-8021-5147-b7b1-4d03e78915d7,5bf3aaab-2eff-5634-8fda-8aaeb5a7af9d,ad80fec5-87ff-512a-b379-48922be7943b,2026-01-06T14:28:00.000Z,,,Ana Paula Ferreira,,sem_avaliacao,Entrega,Aberto,true,2026-05-18,Luana Guerra,true,Cesto de Roupa Suja
PROD-0168,33107fcc-871f-560b-9a40-5ce1d2ca9f9d,983f2991-dad5-4ef7-84ad-c0b44a90ba96,f636af7e-29e5-5274-9560-5b3f9f23daf6,2026-01-06T08:28:00.000Z,2026-01-11T09:28:00.000Z,14.0,Carlos Eduardo Silva,5,alta,Produto,Resolvido,false,2026-05-18,Luana Leite,true,Lixeira com Pedal
PROD-0112,c3500b19-3808-5157-9c4f-a4ee34d6ca51,3b0b9368-85f4-4df0-b9b4-a553621fb422,2ea57a8e-511c-5c2a-bf53-760b88eb5e62,2026-01-15T04:14:00.000Z,2026-01-20T19:14:00.000Z,44.0,Thiago Alves,4,alta,Entrega,Resolvido,false,2026-05-18,Cleiton Zimmermann,true,Conjunto Esportivo
PROD-0288,eed81dea-e93f-544f-bc34-395a1b9a60e1,270a219f-51c1-4407-b9fd-b4a874a10668,869f8c1b-c016-5a6b-8420-285101f433f7,2026-01-16T06:51:00.000Z,2026-01-17T21:51:00.000Z,51.8,Carlos Eduardo Silva,5,alta,Reembolso,Resolvido,false,2026-05-18,Renato Otero,true,Esmalte Kit 6 Cores
PROD-0319,fa5ba9d1-7399-5516-bf8d-57acf50958e2,779e3544-4bf9-4e7a-9460-4058c6e6a620,841bdddb-8d34-5f44-8d93-79cc76f13eed,2026-01-03T04:04:00.000Z,2026-01-08T07:04:00.000Z,69.6,Ana Paula Ferreira,4,alta,Produto,Resolvido,false,2026-05-18,Sheila Pacheco,true,Oleo de Motor 5W30 4L
PROD-0005,40e8a10b-73a7-5930-bea7-15fad4411371,7c068fd2-9ce2-42e3-98bb-410f4035a07f,b8f49ecd-82d5-5588-b967-816f841756cf,2026-01-28T00:28:00.000Z,2026-02-06T14:28:00.000Z,196.8,Eduardo Cardoso,5,alta,Reembolso,Resolvido,false,2026-05-18,Luciana Lopes,true,Notebook Intel Core i7
PROD-0006,b1859837-6dd7-52c4-85d1-4e934f811f51,f8e7d147-d75d-47ce-aa5c-28025a6e268e,61cfced1-49d0-54d3-a3f2-79c6038b0f54,2026-01-28T12:41:00.000Z,2026-01-31T11:41:00.000Z,66.4,Juliana Santos,4,alta,Produto,Resolvido,false,2026-05-18,Xisto Yamamoto,true,Notebook Intel Core i3
PROD-0026,ee020e32-39bc-5abd-9e44-ffdb73e15a01,6c8a1ac0-a6d3-4cf0-be70-ac7137d66e40,47a5b78a-e421-565f-90bb-66a59132d8b3,2026-01-27T06:13:00.000Z,2026-01-29T03:13:00.000Z,55.0,Fernanda Lima,4,alta,Pagamento,Resolvido,false,2026-05-18,Eduardo Ulhoa,true,Teclado Mecânico
PROD-0019,b8e9b970-adfe-59c3-bcf3-72c67cf5af8d,03473219-8c47-53b2-89ed-a055b51e5075,e58b2052-d320-5b0f-8fe8-e57c8b3ce458,2026-01-24T11:16:00.000Z,2026-01-27T10:16:00.000Z,34.4,Ana Paula Ferreira,4,alta,Entrega,Resolvido,false,2026-05-18,Melissa Zimmermann,true,Câmera Fotográfica Digital
PROD-0006,b1859837-6dd7-52c4-85d1-4e934f811f51,f8e7d147-d75d-47ce-aa5c-28025a6e268e,c2a56fb5-2393-5aa7-ab26-3988211fcdcc,2026-01-02T22:54:00.000Z,2026-01-09T00:54:00.000Z,36.0,Mariana Costa,5,alta,Pagamento,Resolvido,false,2026-05-18,Xisto Yamamoto,true,Notebook Intel Core i3
PROD-0517,e7586b07-f6ed-5b93-9233-10d0764a13be,2b36d96e-5b1a-5173-8bf7-7ad81e3fb5b8,b4fab50a-8b5b-5499-9278-4eb00ef2998e,2026-01-08T22:42:00.000Z,,,Leticia Cavalcanti,,sem_avaliacao,Reembolso,Aberto,true,2026-05-18,Gisele Quaresma,true,Monitor Gamer 144Hz
